SSIM_CT,SSIM_MRI,SSIM_Avg,PSNR_CT,PSNR_MRI,PSNR_Avg,Edge_Preservation,Entropy,Entropy_CT,Entropy_MRI,MI_CT,MI_MRI,MI_Avg,Std_Dev,Mean,method,sample_id,key
0.5525441247169881,0.554947176536011,0.5537456506264995,17.208884926639275,18.900165088389965,18.05452500751462,0.8675405639725199,6.031281679245784,5.173520390304499,5.12469973573899,1.5639641867486853,1.5807364527760017,1.5723503197623434,0.23540638387203217,0.21416015923023224,ResNet_Attention,0,00001.png
0.735839174261048,0.27308518595357106,0.5044621801073095,17.480104631117356,11.22671997164401,14.353412301380683,0.8702408096407765,6.24552883879806,2.584780143769913,3.251114887313366,1.1404280247811698,1.2562701691488378,1.198349096965004,0.23168468475341797,0.35007840394973755,ResNet_Attention,1,00002.png
0.727688717920138,0.23066546650065653,0.4791770922103973,18.34660231143434,11.029095930667017,14.687849121050679,0.9150898950171017,6.025181453656968,2.4628796886753426,3.6526826911856927,1.1322891815290277,1.2054828939893045,1.168886037759166,0.285275936126709,0.2770248055458069,ResNet_Attention,2,00003.png
0.6301100888262645,0.5801283128513444,0.6051192008388044,19.632338862456365,14.281100425661986,16.956719644059177,0.9249831047827322,6.44466352362484,4.7649456855195185,6.2863507239891385,1.339509154144823,1.7199088172573993,1.5297089857011112,0.2121405452489853,0.2502719759941101,ResNet_Attention,3,00004.png
0.7084255922687722,0.4434596472460834,0.5759426197574278,18.267462832203847,10.722168185221175,14.494815508712511,0.930035643611319,6.9480480156928195,4.2023598740704164,6.79880912335286,1.4071926140665827,1.6097394504172857,1.5084660322419343,0.2777380645275116,0.3797394335269928,ResNet_Attention,4,00005.png
0.6312116618999616,0.5166230518698507,0.5739173568849061,16.67342420104566,18.176812824818384,17.425118512932023,0.8843990514723536,6.052973844427467,4.827985329219205,5.275788203756381,1.8963916077505754,1.8153571270909572,1.8558743674207663,0.23208190500736237,0.2267100065946579,ResNet_Attention,5,00006.png
0.6515381325703586,0.42093741832382037,0.5362377754470895,17.43054656649417,12.513585522986336,14.972066044740252,0.8576851476108707,5.438959831660362,2.5960341856420532,2.984831912819305,1.3731495301852796,1.3358516351244172,1.3545005826548484,0.2867201268672943,0.27052608132362366,ResNet_Attention,6,00007.png
0.7557552305005144,0.21945109232892396,0.48760316141471916,19.44589654036809,12.085471840940315,15.765684190654202,0.9185562538263332,5.6848661106074685,2.349318050227463,3.179530930212042,1.1430229863300967,1.2108958768407596,1.1769594315854282,0.2576617896556854,0.24258491396903992,ResNet_Attention,7,00008.png
0.5917207984294546,0.5558520829463816,0.5737864406879181,19.337615305215543,15.650943660988561,17.49427948310205,0.9016924969350391,7.101662367244233,6.2145660163895915,6.9233281882130004,1.368443612277228,1.6667025098153758,1.5175730610463019,0.19044850766658783,0.2915666103363037,ResNet_Attention,8,00009.png
0.6861802877159999,0.3077365673400039,0.4969584275280019,19.811975150220242,12.49106655797944,16.151520854099843,0.9269302288574659,5.688291163658164,2.6730249246619735,3.2958559652141455,1.2582077951488797,1.4224250348797567,1.340316415014318,0.26863908767700195,0.24967293441295624,ResNet_Attention,9,00010.png
0.9506689454730004,0.06714858186137217,0.5089087636671863,27.039571578743814,11.000689473948944,19.020130526346378,0.9006228558501688,3.2640135607188996,0.5638032848385185,1.8349216280985612,0.5551588326384808,0.7735630752977514,0.6643609539681161,0.22931945323944092,0.29516473412513733,ResNet_Attention,10,00011.png
0.6758688242523624,0.5125575578617694,0.5942131910570658,18.34340133701962,13.194572100689285,15.768986718854453,0.9243532399695614,6.69908850650538,4.379857489372782,6.402256743948003,1.3203309859232177,1.7816648641416886,1.550997925032453,0.23202739655971527,0.26979756355285645,ResNet_Attention,11,00012.png
